CASE REFERENCE,OPEN DATE,CLOSED DATE,STATUS,SUBJECT,REASON,TYPE,OBJECT TYPE,ADDRESS NUMBER,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,PROPERTY ID,LOCATION,LATITUDE,LONGITUDE,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD,X COORDINATE,Y COORDINATE
1000664372,02/08/2017 09:30:00 AM,02/08/2017 01:21:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Broadway St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664464,02/08/2017 12:32:00 PM,02/08/2017 02:18:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,ELLICOTT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664579,02/09/2017 08:55:00 AM,02/09/2017 11:08:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,500,PORTER,,Buffalo,NY,,99.76-3-6,,,,,,,,,UNKNOWN,-8781331.968,5297196.4494
1000664581,02/09/2017 08:55:00 AM,02/10/2017 09:21:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,EAGLE WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664595,02/09/2017 09:09:00 AM,02/09/2017 10:28:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,READING,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664613,02/09/2017 09:39:00 AM,02/09/2017 11:08:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,315,JERSEY,,Buffalo,NY,,99.76-8-1,,,,,,,,,UNKNOWN,-8781515.494,5297057.7957
1000664688,02/09/2017 12:57:00 PM,04/26/2017 12:54:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Pavement Marking Lines (Req_Serv),Street,,Bailey Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664755,02/10/2017 06:27:00 AM,02/15/2017 09:55:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,SEVENTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664783,02/10/2017 09:35:00 AM,02/10/2017 01:11:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Street,,SOUTHSIDE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664798,02/10/2017 10:49:00 AM,02/15/2017 09:53:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,TRINITY,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664802,02/10/2017 10:55:00 AM,02/15/2017 09:50:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Oak St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664850,02/10/2017 01:57:00 PM,03/20/2017 10:55:00 AM,Closed,Dept of Public Works,Engineering - Traffic,Sign Maintenance (Req_Serv),Street,,Niagara St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000664911,02/12/2017 08:32:00 PM,02/16/2017 05:02:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,10,STARIN,,Buffalo,NY,,89.27-2-19,,,,,,,,,UNKNOWN,-8776942.842,5302971.6904
1000665151,02/14/2017 10:25:00 AM,02/15/2017 10:57:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,PARKDALE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665359,02/15/2017 09:29:00 AM,02/15/2017 02:09:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,EAGLE EAST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665408,02/15/2017 12:02:00 PM,02/16/2017 03:08:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,PLYMOUTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665429,02/15/2017 01:20:00 PM,03/20/2017 10:56:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,LINDEN AVE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665729,02/17/2017 01:22:00 PM,02/17/2017 03:07:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Delaware Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665768,02/17/2017 03:44:00 PM,02/17/2017 03:51:00 PM,Closed,Dept of Public Works,Sanitation,Illegal Dumping Street (Req_Serv),Property,,MEMPHIS ALY,,Buffalo,NY,,100027,,,,,,,,,UNKNOWN,,
1000665803,02/18/2017 08:11:00 PM,02/21/2017 01:47:00 PM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Street,,Delaware Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665854,02/21/2017 08:34:00 AM,02/21/2017 03:58:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,EAGLE WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665937,02/21/2017 10:28:00 AM,02/21/2017 03:47:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,VIRGINIA ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000665951,02/21/2017 10:35:00 AM,02/21/2017 03:48:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Ellicott St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000666300,02/22/2017 01:16:00 PM,02/28/2017 03:12:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,LA SALLE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000666645,02/24/2017 10:08:00 AM,02/24/2017 01:48:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,Spaulding St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000666772,02/24/2017 01:49:00 PM,03/06/2017 06:29:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,READING,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000666778,02/24/2017 01:59:00 PM,02/28/2017 05:40:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,CRESCENT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000666791,02/24/2017 02:20:00 PM,02/27/2017 01:46:00 PM,Closed,Dept of Public Works,City Parks,City Parks (Req_Serv),Street,,HAYDEN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000666971,02/27/2017 10:45:00 AM,02/28/2017 03:42:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Court St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000667196,02/28/2017 09:16:00 AM,02/28/2017 03:49:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,VIRGINIA ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000667441,03/01/2017 08:46:00 AM,03/01/2017 03:51:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,ELMWOOD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000667662,03/02/2017 07:27:00 AM,03/02/2017 10:21:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,KELBURN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000667757,03/02/2017 11:01:00 AM,03/10/2017 09:31:00 AM,Closed,Dept of Public Works,Sanitation,Totes Audit (Req_Serv),Property,844,RICHMOND,,Buffalo,NY,,89.61-1-2,,,,,,,,,UNKNOWN,-8781037.063,5300875.1611
1000667871,03/02/2017 02:45:00 PM,03/08/2017 02:42:00 PM,Closed,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000667915,03/03/2017 08:51:00 AM,03/03/2017 01:43:00 PM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000667940,03/03/2017 09:55:00 AM,03/03/2017 02:56:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Franklin St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668084,03/04/2017 11:24:00 AM,03/13/2017 08:37:00 AM,Closed,Dept of Public Works,Rodent Control,Pest (Req_Serv),Street,,DEARBORN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668125,03/06/2017 09:07:00 AM,03/13/2017 11:01:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Clinton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668166,03/06/2017 10:10:00 AM,03/09/2017 08:46:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668350,03/07/2017 07:20:00 AM,03/07/2017 01:17:00 PM,Closed,Dept of Public Works,Streets,Excess Trash (Req_Serv),Street,,SCAJAQUADA ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668450,03/07/2017 11:53:00 AM,03/09/2017 08:54:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Ellicott St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668606,03/08/2017 08:48:00 AM,04/13/2017 09:55:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Sidewalks (Req_Serv),Property,477,BEST,,Buffalo,NY,,100.74-3-7,,,,,,,,,UNKNOWN,-8777587.645,5297301.6876
1000668637,03/08/2017 09:28:00 AM,03/09/2017 09:00:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Elmwood Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668639,03/08/2017 09:31:00 AM,03/10/2017 07:59:00 AM,Closed,Dept of Public Works,City Parks,City Park Tree Issue (Req_Serv),Street,,PAGE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000668903,03/09/2017 09:37:00 AM,03/10/2017 08:10:00 AM,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Street,,SCHMARBECK,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669133,03/10/2017 08:59:00 AM,03/13/2017 01:56:00 PM,Closed,Dept of Public Works,Rodent Control,Pest (Req_Serv),Street,,Walden Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669342,03/13/2017 07:39:00 AM,03/20/2017 09:14:00 AM,Closed,Dept of Public Works,Streets,Excess Trash (Req_Serv),Street,,WALLACE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669353,03/13/2017 09:02:00 AM,04/03/2017 08:29:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Clinton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669408,03/13/2017 10:57:00 AM,03/13/2017 03:29:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,Koester St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669457,03/13/2017 12:31:00 PM,03/20/2017 05:14:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,Clinton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669511,03/13/2017 02:51:00 PM,03/14/2017 01:08:00 PM,Closed,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669548,03/14/2017 08:40:00 AM,03/14/2017 03:48:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Genesee St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669554,03/14/2017 08:53:00 AM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,1088,DELAWARE,,Buffalo,NY,,100.39-1-32./76,,,,,,,,,UNKNOWN,,
1000669563,03/14/2017 09:08:00 AM,03/14/2017 09:43:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,FISHER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669879,03/15/2017 11:23:00 AM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Street,,MARILLA,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669904,03/15/2017 11:51:00 AM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Salting (Req_Serv),Street,,MAIN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000669938,03/15/2017 12:20:00 PM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670109,03/15/2017 03:49:00 PM,03/22/2017 09:30:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,Niagara St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670169,03/15/2017 10:42:00 PM,03/22/2017 03:44:00 PM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,LINCOLN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670182,03/16/2017 08:33:00 AM,03/17/2017 02:13:00 PM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,BEATRICE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670276,03/16/2017 10:18:00 AM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Street,,WILKES,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670358,03/16/2017 12:39:00 PM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670391,03/16/2017 02:03:00 PM,03/19/2017 03:27:00 PM,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Street,,CLAREMONT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670455,03/16/2017 09:27:00 PM,03/21/2017 11:37:00 AM,Closed,DPIS,Housing,Snow Removal Inspection (Req_Serv),Property,24,CHAPIN,,Buffalo,NY,,89.79-1-22,,,,,,,,,UNKNOWN,-8779683.211,5299982.9334
1000670615,03/17/2017 01:25:00 PM,03/24/2017 05:23:00 AM,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Property,510,DORRANCE,,Buffalo,NY,,133.82-3-1.2,,,,,,,,,UNKNOWN,-8772447.911,5286479.6535
1000670663,03/17/2017 03:22:00 PM,03/22/2017 03:06:00 PM,Closed,Dept of Public Works,Sanitation,Recycling - Escalated Questions (Req_Serv),Property,168,RILEY,,Buffalo,NY,,100.48-4-23,,,,,,,,,UNKNOWN,-8778673.793,5298234.2133
1000670694,03/19/2017 08:01:00 PM,04/03/2017 08:32:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,ANDREW,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000670785,03/20/2017 10:52:00 AM,03/22/2017 05:24:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,SKILLEN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000671074,03/21/2017 11:09:00 AM,03/22/2017 03:52:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Ellicott St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000671266,03/22/2017 09:39:00 AM,03/23/2017 03:05:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,TAUNTON,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000671505,03/23/2017 09:46:00 AM,03/27/2017 02:29:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,HURON WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000671754,03/24/2017 10:01:00 AM,03/27/2017 02:27:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,BRYANT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000671805,03/24/2017 11:34:00 AM,04/03/2017 08:35:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Seneca St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000671960,03/25/2017 03:09:00 PM,04/03/2017 08:24:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,PETER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000672096,03/27/2017 10:34:00 AM,03/27/2017 03:58:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Washington St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000672102,03/27/2017 10:41:00 AM,03/27/2017 01:56:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,WOLTZ,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000672580,03/28/2017 03:58:00 PM,03/30/2017 03:52:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,NORTH ST EAST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000672680,03/29/2017 10:07:00 AM,03/29/2017 10:35:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,KENOVA,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000672746,03/29/2017 11:29:00 AM,04/12/2017 11:55:00 AM,Closed,Dept of Public Works,Engineering - Traffic,Sign Hazards (Req_Serv),Street,,Reiman St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000672929,03/30/2017 08:34:00 AM,03/31/2017 08:09:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Washington St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000673048,03/30/2017 12:11:00 PM,03/30/2017 03:39:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,COURT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000673136,03/30/2017 04:24:00 PM,04/17/2017 08:34:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,EVADENE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000673270,03/31/2017 12:18:00 PM,05/04/2017 01:40:00 PM,Closed,Dept of Public Works,Forestry,Tree Other (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000673339,03/31/2017 02:17:00 PM,04/03/2017 02:45:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,HUNTINGTON,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000673720,04/03/2017 12:51:00 PM,04/05/2017 08:39:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000673722,04/03/2017 12:57:00 PM,04/03/2017 02:42:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,ROSS,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000674037,04/04/2017 10:42:00 AM,04/17/2017 08:37:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,Woodlawn Ave,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000674054,04/04/2017 11:00:00 AM,04/05/2017 06:51:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,ST LAWRENCE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000674674,04/06/2017 01:27:00 PM,04/11/2017 05:28:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,COMMONWEALTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000674691,04/06/2017 01:44:00 PM,04/11/2017 05:28:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,William St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000674761,04/06/2017 08:05:00 PM,04/11/2017 05:31:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,712,TAUNTON,,Buffalo,NY,,78.52-2-7,,,,,,,,,UNKNOWN,-8776173.844,5305052.2661
1000674793,04/07/2017 08:58:00 AM,04/28/2017 10:42:00 AM,Closed,Dept of Public Works,Rodent Control,Rodents (Req_Serv),Street,,ROSEDALE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675054,04/09/2017 06:13:00 PM,04/17/2017 08:39:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,SOBIESKI,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675071,04/10/2017 08:40:00 AM,04/10/2017 03:55:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Genesee St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675197,04/10/2017 10:31:00 AM,05/12/2017 12:02:00 PM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Property,43,REVERE,,Buffalo,NY,,78.75-1-30,,,,,,,,,UNKNOWN,-8777108.335,5303910.0222
1000675410,04/10/2017 02:14:00 PM,04/11/2017 07:50:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,Smith St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675517,04/10/2017 10:00:00 PM,05/01/2017 08:29:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,NORWALK,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675571,04/11/2017 09:13:00 AM,04/21/2017 08:44:00 AM,Closed,Dept of Public Works,Sanitation,Pick and Pay (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675680,04/11/2017 11:03:00 AM,05/01/2017 08:29:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,NORWALK,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000675774,04/11/2017 01:14:00 PM,04/25/2017 09:13:00 AM,Closed,Dept of Public Works,Engineering - Traffic,Sign Hazards (Req_Serv),Street,,GROTE,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000676111,04/12/2017 01:56:00 PM,04/12/2017 02:37:00 PM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,OXFORD,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000676217,04/13/2017 09:06:00 AM,04/17/2017 04:29:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Street,,Durant St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000676704,04/17/2017 10:53:00 AM,04/25/2017 03:27:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,AMHERST ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000676964,04/18/2017 08:50:00 AM,04/19/2017 10:38:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,MAIN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677044,04/18/2017 10:35:00 AM,06/13/2017 11:03:00 AM,Closed,Dept of Public Works,Engineering - Traffic,Sign Maintenance (Req_Serv),Street,,COLVIN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677196,04/18/2017 02:13:00 PM,04/18/2017 02:14:00 PM,Closed,Dept of Public Works,Streets,Excess Trash (Req_Serv),Street,,TUSCARORA,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677373,04/19/2017 10:17:00 AM,04/24/2017 10:52:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Individual,,,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677474,04/19/2017 01:16:00 PM,04/20/2017 03:45:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,Main St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677480,04/19/2017 01:28:00 PM,04/19/2017 03:02:00 PM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Street,,ZELMER,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677761,04/20/2017 01:40:00 PM,04/25/2017 07:37:00 AM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,Main St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677772,04/20/2017 02:33:00 PM,04/25/2017 09:09:00 AM,Closed,Utilities,Buffalo Sewer Authority,Sewer (Req_Serv),Street,,SEVENTH,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000677808,04/20/2017 04:20:00 PM,05/01/2017 08:34:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,College St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000687859,04/21/2017 09:10:00 AM,04/22/2017 07:19:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,315,JERSEY,,Buffalo,NY,,99.76-8-1,,,,,,,,,UNKNOWN,-8781515.494,5297057.7957
1000687902,04/21/2017 10:33:00 AM,04/25/2017 03:32:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,EAGLE EAST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000687941,04/21/2017 11:29:00 AM,04/25/2017 03:40:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Single Meter (Req_Serv),Street,,CHIPPEWA WEST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000687970,04/21/2017 12:27:00 PM,04/26/2017 11:00:00 AM,Closed,Dept of Public Works,Sanitation,Totes Deliver (Req_Serv),Property,220,RICHMOND,,Buffalo,NY,,99.60-6-9,,,,,,,,,UNKNOWN,-8781137.006,5298046.1803
1000688745,04/25/2017 01:12:00 PM,04/25/2017 03:44:00 PM,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,BRYANT,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000688931,04/26/2017 10:06:00 AM,04/26/2017 02:58:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,Fulton St,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000688964,04/26/2017 10:49:00 AM,04/27/2017 03:27:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Street,,SKILLEN,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000689048,04/26/2017 01:27:00 PM,04/27/2017 07:43:00 AM,Closed,Dept of Public Works,City Parks,City Parks (Req_Serv),Street,,FLEMING ST,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
